root_uid	relationmention_id	child_uid	textoffset_startchar	textoffset_endchar	text_string	mediamention_signaltype	mediamention_starttime	mediamention_endtime	keyframe_id	mediamention_coordinates	description	type	subtype	subsubtype	attribute	start_date_type	start_date	end_date_type	end_date
IC001V8NY	RMIC001V8NY.002338	IC001VBHL	4837	4839	del	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	The tenth floor of the Centro Empresarial Cipreses is in the Centro Empresarial Cipreses	physical	locatednear	unspecified	none	startunk	EMPTY_NA	endunk	EMPTY_NA
IC001V8NY	RMIC001V8NY.002385	IC001VBHL	4837	4839	del	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Centro Empresarial Cipreses is on Avenida Sur	physical	locatednear	unspecified	none	startunk	EMPTY_NA	endunk	EMPTY_NA
IC001V8NY	RMIC001V8NY.002432	IC001VBHL	4887	4888	de	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Avenida Sur is in Caracas	physical	locatednear	unspecified	none	startunk	EMPTY_NA	endunk	EMPTY_NA
IC001V8NY	RMIC001V8NY.002479	IC001VBHL	4916	4917	de	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	The tenth floor of the Centro Empresarial Cipreses is close to the president's platform	physical	locatednear	unspecified	none	startbefore	2018-08-04	endafter	2018-08-04
IC001V8NY	RMIC001V8NY.002594	IC001VBHL	5972	5981	venezolana	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Venezuelan public TV is part of Venezuela	partwhole	subsidiary	nationalitycitizen	none	startunk	EMPTY_NA	endunk	EMPTY_NA
IC001V8NY	RMIC001V8NY.002662	IC001VBHL	6034	6043	orquestado	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Plot presumably orchestrated by the US and Colombian governments	generalaffiliation	sponsorship	adviseplanorganize	hedged	startbefore	2018-08-04	endunk	EMPTY_NA
IC001V8NY	RMIC001V8NY.002709	IC001VBHL	6034	6043	orquestado	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Plot presumably orchestrated by the US and Colombian governments, colluding with Venezuelan opposition	generalaffiliation	sponsorship	adviseplanorganize	none	startbefore	2018-08-04	endunk	EMPTY_NA
IC001V8NY	RMIC001V8NY.002756	IC001VBHL	5988	5996	denunciar	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Maduro blames US and Colombian governments for the attack	responsibilityblame	assignblame	assignblame	none	starton	2018-08-04	endunk	EMPTY_NA
IC001V8NY	RMIC001V8NY.002803	IC001VBHL	5988	5996	denunciar	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Maduro blames Venezuelan opposition for the attack	responsibilityblame	assignblame	assignblame	none	starton	2018-08-04	endunk	EMPTY_NA
IC001V8NY	RMIC001V8NY.002884	IC001VBHL	6230	6238	fraguaron	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Osman Alexis Delgado Tabosky planned the attack	generalaffiliation	sponsorship	adviseplanorganize	none	startbefore	2018-08-04	endunk	EMPTY_NA
IC001V8NY	RMIC001V8NY.002931	IC001VBHL	6230	6238	fraguaron	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Oswaldo Valentín García Palomo planned the attack	generalaffiliation	sponsorship	adviseplanorganize	none	startbefore	2018-08-04	endunk	EMPTY_NA
IC001V8NY	RMIC001V8NY.003025	IC001VBHL	6338	6345	acusados	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Both Osman Alexis Delgado Tabosky and Oswaldo Valentín García Palomo accused of attack	responsibilityblame	assignblame	assignblame	none	startafter	2018-08-04	endunk	EMPTY_NA
IC001V8NY	RMIC001V8NY.003127	IC001VBHL	6571	6572	en	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Paramacay Fort is in Carabobo	physical	locatednear	unspecified	none	startunk	EMPTY_NA	endunk	EMPTY_NA
IC001V8NY	RMIC001V8NY.003174	IC001VBHL	6515	6523	financiar	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Delgado presumed to have financed the attack on Fort Paramacay (sponsorship)	generalaffiliation	sponsorship	helpsupport	hedged	startbefore	2017-08-xx	endunk	EMPTY_NA
IC001V8NY	RMIC001V8NY.003255	IC001VBHL	6658	6665	retirado	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	García Palomo was in the National Guard	organizationaffiliation	employmentmembership	employment	none	startunk	EMPTY_NA	endunk	EMPTY_NA
IC001V8NY	RMIC001V8NY.003370	IC001VBHL	6824	6825	de	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Government of Venezuela is part of Venezuela	partwhole	subsidiary	nationalitycitizen	none	startunk	EMPTY_NA	endunk	EMPTY_NA
IC001V8NY	RMIC001V8NY.003451	IC001VBHL	6882	6894	financiadores	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Delgado Tabosky and García Palomo financed the attack (sponsorship)	generalaffiliation	sponsorship	helpsupport	none	startbefore	2018-08-04	endunk	EMPTY_NA
IC001V8NY	RMIC001V8NY.003613	IC001VBHL	6882	6894	financiadores	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	José Eloy Rivas Díaz and Rayder Alexander Russo Márquez financed the attack (sponsorship)	generalaffiliation	sponsorship	helpsupport	none	startbefore	2018-08-04	endunk	EMPTY_NA
IC001V8NY	RMIC001V8NY.003694	IC001VBHL	6944	6953	ciudadanos	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	José Eloy Rivas Díaz and Rayder Alexander Russo Márquez are Venezuelan citizens	generalaffiliation	memberoriginreligionethnicity	nationalitycitizen	none	startunk	EMPTY_NA	endunk	EMPTY_NA
IC001V8NY	RMIC001V8NY.003741	IC001VBHL	6853	6857	culpa	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Gov't of Venezuela blames Delgado Tabosky and García Palomo for the attacks	responsibilityblame	assignblame	assignblame	none	startafter	2018-08-04	endunk	EMPTY_NA
IC001V8NY	RMIC001V8NY.003788	IC001VBHL	6853	6857	culpa	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Gov't of Venezuela blames Rivas Díaz and Russo Márquez for the attacks	responsibilityblame	assignblame	assignblame	none	startafter	2018-08-04	endunk	EMPTY_NA
IC001V8NY	RMIC001V8NY.003916	IC001VBHL	8406	8417	expresidente	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Julio Borges was president of the National Assembly	organizationaffiliation	leadership	government	none	startunk	EMPTY_NA	endunk	EMPTY_NA
IC001V8NY	RMIC001V8NY.003963	IC001VBHL	8453	8454	en	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Julio Borges is in Bogotá	physical	locatednear	unspecified	none	startunk	EMPTY_NA	endunk	EMPTY_NA
IC001V8NY	RMIC001V8NY.004070	IC001VBHL	8538	8545	opositor	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Juan Requesens on opposition side	generalaffiliation	memberoriginreligionethnicity	unspecified	none	startunk	EMPTY_NA	endunk	EMPTY_NA
IC001V8NY	RMIC001V8NY.004138	IC001VBHL	8593	8613	autores intelectuales	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Juan Requesens and Julio Borges the presumed masterminds of the attack	generalaffiliation	sponsorship	adviseplanorganize	hedged	startbefore	2018-08-04	endunk	EMPTY_NA
IC001V8NY	RMIC001V8NY.004185	IC001VBHL	8563	8570	acusados	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Juan Requesens and Julio Borges blamed for the attack	responsibilityblame	assignblame	assignblame	none	startafter	2018-08-04	endunk	EMPTY_NA
IC001V8NY	RMIC001V8NY.004266	IC001VBHL	8695	8710	autoinculpándose	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Requesens claims responsibility for attack	responsibilityblame	claimresponsibility	claimresponsibility	none	startafter	2018-08-04	endunk	EMPTY_NA
IC001V8NY	RMIC001V8NY.004334	IC001VBHL	8736	8746	responsable	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Julio Borges responsible for the attack	generalaffiliation	sponsorship	unspecified	none	startbefore	2018-08-04	endunk	EMPTY_NA
IC001V8NY	RMIC001V8NY.004483	IC001VBHL	8899	8908	atribuyera	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Requesens claims responsibility for the attack	responsibilityblame	claimresponsibility	claimresponsibility	none	startafter	2018-08-04	endafter	2018-08-04
IC001V8NY	RMIC001V8NY.006172	IC001VBHL	420	424	acusa	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Maduro regime blames Santos for the attempted magnicide	responsibilityblame	assignblame	assignblame	none	startafter	2018-08-04	endunk	EMPTY_NA
IC001V9CI	RMIC001V9CI.000050	IC001V9CL	10	17	opositor	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Opposition lawmaker is on opposition side	generalaffiliation	memberoriginreligionethnicity	unspecified	none	startunk	EMPTY_NA	endunk	EMPTY_NA
IC001V9CI	RMIC001V9CI.000293	IC001V9CL	712	721	venezolano	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Jorge Rodriguez works for Venezuela	organizationaffiliation	employmentmembership	employment	none	startunk	EMPTY_NA	endunk	EMPTY_NA
IC001V9CI	RMIC001V9CI.000374	IC001V9CL	817	824	opositor	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Opposition lawmaker is on opposition side	generalaffiliation	memberoriginreligionethnicity	unspecified	none	startunk	EMPTY_NA	endunk	EMPTY_NA
IC001V9CI	RMIC001V9CI.000549	IC001V9CL	979	986	opositor	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Borges is on opposition side	generalaffiliation	memberoriginreligionethnicity	unspecified	none	startunk	EMPTY_NA	endunk	EMPTY_NA
IC001V9CI	RMIC001V9CI.000596	IC001V9CL	1178	1185	opositor	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Borges is on opposition side	generalaffiliation	memberoriginreligionethnicity	unspecified	none	startunk	EMPTY_NA	endunk	EMPTY_NA
IC001V9CI	RMIC001V9CI.000771	IC001V9CK	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	82.623	89.281	EMPTY_NA	EMPTY_NA	Requesens is on opposition side	generalaffiliation	memberoriginreligionethnicity	unspecified	none	startunk	EMPTY_NA	endunk	EMPTY_NA
IC001VFA7	RMIC001VFA7.000003	IC001VFZU	143	144	de	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Jorge Rodríguez works for Venezuela	organizationaffiliation	employmentmembership	employment	none	startbefore	2018-10-17	endunk	EMPTY_NA
IC001VFA7	RMIC001VFA7.000084	IC001VFZU	329	345	autor intelectual	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Julio Borges is mastermind of the attack	generalaffiliation	sponsorship	adviseplanorganize	none	startbefore	2018-08-04	endunk	EMPTY_NA
IC001VFA7	RMIC001VFA7.000131	IC001VFZU	292	299	opositor	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Borges is on opposition side	generalaffiliation	memberoriginreligionethnicity	unspecified	none	startunk	EMPTY_NA	endunk	EMPTY_NA
IC001VFA7	RMIC001VFA7.000178	IC001VFZU	444	445	en	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Borges is in Colombia	physical	locatednear	unspecified	none	startbefore	2018-10-17	endunk	EMPTY_NA
IC001VFA7	RMIC001VFA7.000225	IC001VFZU	260	270	venezolanos	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	The Venezuelan intelligence agencies are part of Venezuela	partwhole	subsidiary	nationalitycitizen	none	startunk	EMPTY_NA	endunk	EMPTY_NA
IC001VFA7	RMIC001VFA7.000272	IC001VFZU	480	489	venezolana	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	The Venezuelan judicial system is part of Venezuela	partwhole	subsidiary	nationalitycitizen	none	startunk	EMPTY_NA	endunk	EMPTY_NA
IC001VFA7	RMIC001VFA7.000447	IC001VFZU	800	802	del	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	The Venezuelan judicial system is part of Venezuela	partwhole	subsidiary	nationalitycitizen	none	startunk	EMPTY_NA	endunk	EMPTY_NA
IC001VFA7	RMIC001VFA7.000541	IC001VFZU	1146	1164	autoría intelectual	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Julio Borges is the mastermind of the attack	generalaffiliation	sponsorship	adviseplanorganize	none	startbefore	2018-08-04	endunk	EMPTY_NA
IC001VFA7	RMIC001VFA7.000588	IC001VFZU	1221	1230	colombiano	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	The Colombian gov't is part of Colombia	partwhole	subsidiary	nationalitycitizen	none	startunk	EMPTY_NA	endunk	EMPTY_NA
IC001VFA7	RMIC001VFA7.000635	IC001VFZU	1275	1282	opositor	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Julio Borges is on the opposition side	generalaffiliation	memberoriginreligionethnicity	unspecified	none	startunk	EMPTY_NA	endunk	EMPTY_NA
IC001VFA7	RMIC001VFA7.000682	IC001VFZU	1284	1291	fundador	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Julio Borges founded Primero Justicia party	organizationaffiliation	founder	founder	none	startbefore	2014-xx-xx	endunk	EMPTY_NA
IC001VFA7	RMIC001VFA7.000797	IC001VFZU	1335	1343	vinculado	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Primero Justicia linked to violent protests in 2014	generalaffiliation	sponsorship	unspecified	none	startunk	EMPTY_NA	endunk	EMPTY_NA
IC001VFA7	RMIC001VFA7.000912	IC001VFZU	1335	1343	vinculado	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Primero Justicia linked to violent protests in 2015	generalaffiliation	sponsorship	unspecified	none	startunk	EMPTY_NA	endunk	EMPTY_NA
IC001VFA7	RMIC001VFA7.001027	IC001VFZU	1335	1343	vinculado	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Primero Justicia linked to violent protests in 2017	generalaffiliation	sponsorship	unspecified	none	startunk	EMPTY_NA	endunk	EMPTY_NA
IC001VFA7	RMIC001VFA7.001074	IC001VFZU	2170	2171	de	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	The gov't of Colombia is part of Colombia	partwhole	subsidiary	nationalitycitizen	none	startunk	EMPTY_NA	endunk	EMPTY_NA
IC001VFA7	RMIC001VFA7.001155	IC001VFZU	2270	2271	en	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Oswaldo Gabriel Castillo was in Pamplona, Colombia	physical	locatednear	unspecified	none	startbefore	2018-08-04	endbefore	2018-08-04
IC001VFA7	RMIC001VFA7.001236	IC001VFZU	2143	2155	participación	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	The Colombian gov't was involved in the attack	generalaffiliation	sponsorship	helpsupport	none	startbefore	2018-08-04	endunk	EMPTY_NA
IC001VFA7	RMIC001VFA7.001317	IC001VFZU	2493	2494	en	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Oswaldo Gabriel Castillo Lunar was at a lodge	physical	locatednear	unspecified	none	startbefore	2018-08-04	endbefore	2018-08-04
IC001VFA7	RMIC001VFA7.001364	IC001VFZU	2668	2677	venezolano	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Jorge Rodríguez works for Venezuela	organizationaffiliation	employmentmembership	employment	none	startbefore	2018-10-17	endunk	EMPTY_NA
IC001VFA7	RMIC001VFA7.001458	IC001VFZU	2734	2743	financista	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Borges financed the attack against Maduro	generalaffiliation	sponsorship	helpsupport	none	startbefore	2018-08-04	endunk	EMPTY_NA
IC001VFA7	RMIC001VFA7.001594	IC001VFZU	3081	3089	cabecilla	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Henrybert Enmanuel Rivas Rivas was the main leader in the plot	generalaffiliation	sponsorship	adviseplanorganize	none	startbefore	2018-08-04	endunk	EMPTY_NA
IC001VFA7	RMIC001VFA7.001709	IC001VFZU	3332	3336	socio	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Relationship between Julio Vélez and his business partner	personalsocial	unspecified	unspecified	none	startunk	EMPTY_NA	endunk	EMPTY_NA
IC001VFA7	RMIC001VFA7.001756	IC001VFZU	3390	3399	colombiano	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Julio Vélez is Colombian	generalaffiliation	memberoriginreligionethnicity	unspecified	none	startunk	EMPTY_NA	endunk	EMPTY_NA
IC001VFA7	RMIC001VFA7.001871	IC001VFZU	3468	3477	venezolano	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Robert Serra worked for Venezuela	organizationaffiliation	employmentmembership	employment	none	startbefore	2014-xx-xx	endon	2014-xx-xx
IC001VFA7	RMIC001VFA7.001918	IC001VFZU	3423	3439	autor intelectual	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Julio Vélez was the mastermind of Serra's murder (attack)	generalaffiliation	sponsorship	adviseplanorganize	none	startbefore	2014-xx-xx	endunk	EMPTY_NA
IC001VFA7	RMIC001VFA7.001999	IC001VFZU	3583	3590	retirado	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Rafael Ernesto Díaz Cuello had worked in the Venezuelan Air Force	organizationaffiliation	employmentmembership	employment	none	startbefore	2018-10-17	endbefore	2018-10-17
IC001VFA7	RMIC001VFA7.002093	IC001VFZU	3683	3694	funcionarios	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Colombian intelligence agents work for Colombian intelligence	organizationaffiliation	employmentmembership	employment	none	startunk	EMPTY_NA	endunk	EMPTY_NA
IC001VFA7	RMIC001VFA7.002140	IC001VFZU	3715	3724	colombiana	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Colombian intelligence is part of Colombia	organizationaffiliation	employmentmembership	employment	none	startunk	EMPTY_NA	endunk	EMPTY_NA
IC001VFA7	RMIC001VFA7.002208	IC001VFZU	3423	3439	autor intelectual	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Julio Vélez was the mastermind of Serra's murder (death)	generalaffiliation	sponsorship	adviseplanorganize	none	startbefore	2014-xx-xx	endunk	EMPTY_NA
IC001VFA7	RMIC001VFA7.002302	IC001VFA9	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	49.561	55.547	EMPTY_NA	EMPTY_NA	Attempted killing of Maduro presumably thought up by Julio Borges	generalaffiliation	sponsorship	adviseplanorganize	hedged	startbefore	2018-08-04	endunk	EMPTY_NA
IC001VFA7	RMIC001VFA7.002349	IC001VFA9	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	49.561	55.889	EMPTY_NA	EMPTY_NA	Julio Borges is on opposition side	generalaffiliation	memberoriginreligionethnicity	unspecified	none	startunk	EMPTY_NA	endunk	EMPTY_NA
IC001VFA7	RMIC001VFA7.002493	IC001VFA9	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	55.838	59.568	EMPTY_NA	EMPTY_NA	The people arrested presumably planned the attack against Maduro	generalaffiliation	sponsorship	adviseplanorganize	hedged	startbefore	2018-08-04	endbefore	2018-08-04
IC001VFA7	RMIC001VFA7.002553	IC001VFA9	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	55.567	59.692	EMPTY_NA	EMPTY_NA	The Venezuelan gov't is part of Venezuela	partwhole	subsidiary	nationalitycitizen	none	startunk	EMPTY_NA	endunk	EMPTY_NA
